date,shift_id,postcode,volunteer_hours,attended,demand,event_id,event_name
2022-10-11,41725,LS10 1NE,2.0,3,3,8385,Meet the Team WAVE 1 AND 2
2022-10-11,41729,LS10 1NE,2.0,3,3,8385,Meet the Team WAVE 1 AND 2
2022-10-11,41731,LS10 1NE,0.667,1,3,8385,Meet the Team WAVE 1 AND 2
2022-10-11,41733,LS10 1NE,2.0,3,3,8385,Meet the Team WAVE 1 AND 2
2022-10-11,41735,LS10 1NE,1.333,2,3,8385,Meet the Team WAVE 1 AND 2
2022-10-11,41736,LS10 1NE,1.333,2,3,8385,Meet the Team WAVE 1 AND 2
2022-10-11,41758,LS10 1NE,2.0,3,3,8385,Meet the Team WAVE 1 AND 2
2022-10-13,41724,LS10 1NE,2.0,3,3,8385,Meet the Team WAVE 1 AND 2
2022-10-13,41726,LS10 1NE,1.333,2,3,8385,Meet the Team WAVE 1 AND 2
2022-10-13,41727,LS10 1NE,2.0,3,3,8385,Meet the Team WAVE 1 AND 2
2022-10-13,41732,LS10 1NE,0.667,1,3,8385,Meet the Team WAVE 1 AND 2
2022-10-13,41760,LS10 1NE,1.333,2,3,8385,Meet the Team WAVE 1 AND 2
2022-10-13,41761,LS10 1NE,1.333,2,3,8385,Meet the Team WAVE 1 AND 2
2022-10-15,41737,LS10 1NE,1.333,2,3,8385,Meet the Team WAVE 1 AND 2
2022-10-15,41738,LS10 1NE,0.667,1,3,8385,Meet the Team WAVE 1 AND 2
2022-10-15,41739,LS10 1NE,0.667,1,3,8385,Meet the Team WAVE 1 AND 2
2022-10-15,41740,LS10 1NE,0.667,1,3,8385,Meet the Team WAVE 1 AND 2
2022-10-15,41741,LS10 1NE,1.333,2,3,8385,Meet the Team WAVE 1 AND 2
2022-10-15,41742,LS10 1NE,1.333,2,3,8385,Meet the Team WAVE 1 AND 2
2022-10-15,41759,LS10 1NE,2.0,3,3,8385,Meet the Team WAVE 1 AND 2
2022-11-03,44029,LS10 1NE,63.0,21,27,8753,LEEDS 2023 Volunteer Inductions
2022-11-05,44030,LS10 1NE,42.0,14,27,8753,LEEDS 2023 Volunteer Inductions
2022-11-12,49859,LS1 5AT,4.5,1,2,9933,The Awakening Ballot: Creation Stations Trinity Leeds Shopping Centre
2022-11-13,49860,LS1 5AT,9.0,2,2,9933,The Awakening Ballot: Creation Stations Trinity Leeds Shopping Centre
2022-11-19,49864,LS11 8LS,4.5,1,2,9938,The Awakening Ballot: Creation Stations White Rose Shopping Centre
2022-11-20,49861,LS1 5AT,4.5,1,2,9933,The Awakening Ballot: Creation Stations Trinity Leeds Shopping Centre
2022-11-22,49792,LS10 1LT,4.5,9,10,8385,Meet the Team WAVE 1 AND 2
2022-11-22,49798,LS10 1LT,3.5,7,10,8385,Meet the Team WAVE 1 AND 2
2022-11-22,49799,LS10 1LT,4.0,8,10,8385,Meet the Team WAVE 1 AND 2
2022-11-22,49801,LS10 1LT,3.5,7,10,8385,Meet the Team WAVE 1 AND 2
2022-11-22,49803,LS10 1LT,3.5,7,10,8385,Meet the Team WAVE 1 AND 2
2022-11-22,49805,LS10 1LT,1.5,3,10,8385,Meet the Team WAVE 1 AND 2
2022-11-22,49807,LS10 1LT,3.5,7,10,8385,Meet the Team WAVE 1 AND 2
2022-11-22,49809,LS10 1LT,1.0,2,10,8385,Meet the Team WAVE 1 AND 2
2022-11-22,49820,LS10 1LT,5.5,1,8,8385,Meet the Team WAVE 1 AND 2
2022-11-24,49787,LS10 1LT,3.5,7,10,8385,Meet the Team WAVE 1 AND 2
2022-11-24,49788,LS10 1LT,2.5,5,10,8385,Meet the Team WAVE 1 AND 2
2022-11-24,49789,LS10 1LT,1.0,2,10,8385,Meet the Team WAVE 1 AND 2
2022-11-24,49790,LS10 1LT,3.0,6,10,8385,Meet the Team WAVE 1 AND 2
2022-11-24,49791,LS10 1LT,1.0,2,10,8385,Meet the Team WAVE 1 AND 2
2022-11-24,49793,LS10 1LT,0.5,1,10,8385,Meet the Team WAVE 1 AND 2
2022-11-24,49795,LS10 1LT,0.5,1,10,8385,Meet the Team WAVE 1 AND 2
2022-11-24,49797,LS10 1LT,0.5,1,10,8385,Meet the Team WAVE 1 AND 2
2022-11-25,49786,LS10 1LT,1.0,2,10,8385,Meet the Team WAVE 1 AND 2
2022-11-25,49796,LS10 1LT,2.0,4,10,8385,Meet the Team WAVE 1 AND 2
2022-11-25,49802,LS10 1LT,2.5,5,10,8385,Meet the Team WAVE 1 AND 2
2022-11-25,49804,LS10 1LT,2.5,5,10,8385,Meet the Team WAVE 1 AND 2
2022-11-25,49806,LS10 1LT,1.0,2,10,8385,Meet the Team WAVE 1 AND 2
2022-11-25,49808,LS10 1LT,0.5,1,10,8385,Meet the Team WAVE 1 AND 2
2022-11-25,49810,LS10 1LT,1.5,3,10,8385,Meet the Team WAVE 1 AND 2
2022-11-26,49794,LS10 1LT,1.5,3,10,8385,Meet the Team WAVE 1 AND 2
2022-11-26,49812,LS10 1LT,2.5,5,10,8385,Meet the Team WAVE 1 AND 2
2022-11-26,49813,LS10 1LT,1.0,2,10,8385,Meet the Team WAVE 1 AND 2
2022-11-26,49814,LS10 1LT,1.5,3,10,8385,Meet the Team WAVE 1 AND 2
2022-11-26,49815,LS10 1LT,4.0,8,10,8385,Meet the Team WAVE 1 AND 2
2022-11-26,49816,LS10 1LT,2.5,5,10,8385,Meet the Team WAVE 1 AND 2
2022-11-26,49817,LS10 1LT,2.0,4,10,8385,Meet the Team WAVE 1 AND 2
2022-11-26,49818,LS10 1LT,2.0,4,10,8385,Meet the Team WAVE 1 AND 2
2022-11-26,49819,LS10 1LT,2.0,4,10,8385,Meet the Team WAVE 1 AND 2
2022-11-26,49823,LS10 1LT,22.0,4,8,8385,Meet the Team WAVE 1 AND 2
2022-12-05,59598,LS11,6.667,2,3,10984,The Awakening Rehearsal Support
2022-12-07,59599,LS11,3.333,1,3,10984,The Awakening Rehearsal Support
2022-12-08,59601,LS11,3.333,1,3,10984,The Awakening Rehearsal Support
2022-12-10,50900,LS10 1LT,192.0,64,75,10182,Induction/Training
2022-12-10,50927,LS10 1LT,14.4,4,5,10182,Induction/Training
2022-12-13,50901,LS10 1LT,168.0,56,85,10182,Induction/Training
2022-12-13,50930,LS10 1LT,7.2,2,5,10182,Induction/Training
2022-12-13,59670,LS11,3.333,1,3,10984,The Awakening Rehearsal Support
2022-12-14,59671,LS11,10.0,3,3,10984,The Awakening Rehearsal Support
2022-12-14,59672,LS11,3.333,1,3,10984,The Awakening Rehearsal Support
2022-12-15,50902,LS10 1LT,138.0,46,75,10182,Induction/Training
2022-12-15,50932,LS10 1LT,10.8,3,5,10182,Induction/Training
2022-12-15,59674,LS11,4.0,1,3,10984,The Awakening Rehearsal Support
2022-12-17,50903,LS10 1LT,186.0,62,85,10182,Induction/Training
2022-12-17,50936,LS10 1LT,3.6,1,5,10182,Induction/Training
2022-12-21,60928,,16.0,8,30,10184,EXPLORE: Introduction to Inclusive Practice
2023-01-03,61888,,43.5,58,260,11342,EXPLORE: The Awakening with Kully Thiarai and Alan Lane
